Date,carbon futures
2021-12-28,79.29
2021-12-29,80.36
2021-12-30,80.16
2021-12-31,80.65
2022-01-03,84.01
2022-01-04,84.91
2022-01-05,87.58
2022-01-06,86.74
2022-01-07,85.42
2022-01-10,80.09
2022-01-11,81.3
2022-01-12,80.01
2022-01-13,80.56
2022-01-14,82.08
2022-01-17,80.58
2022-01-18,82.67
2022-01-19,82.09
2022-01-20,85.59
2022-01-21,84.47
2022-01-24,84.02
2022-01-25,87.45
2022-01-26,88.66
2022-01-27,89.76
2022-01-28,89.22
2022-01-31,89.24
2022-02-01,89.52
2022-02-02,94.21
2022-02-03,94.81
2022-02-04,96.45
2022-02-07,96.7
2022-02-08,96.93
2022-02-09,90.79
2022-02-10,90.78
2022-02-11,92.87
2022-02-14,91.76
2022-02-15,91.14
2022-02-16,89.86
2022-02-17,86.44
2022-02-18,89.47
2022-02-21,89.68
2022-02-22,89.77
2022-02-23,95.07
2022-02-24,87.03
2022-02-25,88.14
2022-02-28,82.21
2022-03-01,68.85
2022-03-02,68.49
2022-03-03,67.35
2022-03-04,65.1
2022-03-07,58.3
2022-03-08,68.51
2022-03-09,73.18
2022-03-10,76.41
2022-03-11,76.76
2022-03-14,78.28
2022-03-15,77.43
2022-03-16,78.16
2022-03-17,79.89
2022-03-18,78.89
2022-03-21,78.39
2022-03-22,80.67
2022-03-23,76.6
2022-03-24,78.24
2022-03-25,78.6
2022-03-28,80.81
2022-03-29,81.7
2022-03-30,78.31
2022-03-31,76.48
2022-04-01,78.49
2022-04-04,78.5
2022-04-05,78.05
2022-04-06,77.18
2022-04-07,79.94
2022-04-08,80.09
2022-04-11,77.95
2022-04-12,79.01
2022-04-13,77.44
2022-04-14,79.97
2022-04-19,80.2
2022-04-20,87.82
2022-04-21,86.44
2022-04-22,88.99
2022-04-25,83.46
2022-04-26,82.71
2022-04-27,81.01
2022-04-28,82.68
2022-04-29,84.45
2022-05-02,83.08
2022-05-03,88.45
2022-05-04,87.94
2022-05-05,88.99
2022-05-06,91.78
2022-05-09,86.88
2022-05-10,87.52
2022-05-11,89.2
2022-05-12,88.16
2022-05-13,88.48
2022-05-16,90.24
2022-05-17,92.24
2022-05-18,84.65
2022-05-19,82.97
2022-05-20,80.37
2022-05-23,77.82
2022-05-24,80.84
2022-05-25,81.5
2022-05-26,85.12
2022-05-27,83.98
2022-05-30,83.2
2022-05-31,84.01
2022-06-01,86.42
2022-06-02,86.21
2022-06-03,87.09
2022-06-06,82.11
2022-06-07,80.9
2022-06-08,80.24
2022-06-09,81.09
2022-06-10,82.8
2022-06-13,81.85
2022-06-14,84.03
2022-06-15,86.35
2022-06-16,83.0
2022-06-17,82.12
2022-06-20,84.01
2022-06-21,84.61
2022-06-22,81.99
2022-06-23,84.19
2022-06-24,83.81
2022-06-27,84.51
2022-06-28,88.06
2022-06-29,88.65
2022-06-30,89.51
2022-07-01,86.18
2022-07-04,84.63
2022-07-05,82.75
2022-07-06,83.65
2022-07-07,84.4
2022-07-08,82.69
2022-07-11,84.35
2022-07-12,86.01
2022-07-13,83.64
2022-07-14,83.68
2022-07-15,85.01
2022-07-18,84.5
2022-07-19,83.31
2022-07-20,79.01
2022-07-21,78.1
2022-07-22,76.15
2022-07-25,76.34
2022-07-26,76.76
2022-07-27,76.27
2022-07-28,78.7
2022-07-29,78.67
2022-08-01,80.63
2022-08-02,81.98
